# Wavelength(μm)  CH4_only    Sorg_1x     Sorg_10x      Sorg_20x      Sorg_50x
2.9940E+00    2.9023E-03    2.9004E-03    2.9049E-03    2.9060E-03    2.9351E-03
3.0060E+00    2.9053E-03    2.9032E-03    2.9080E-03    2.9092E-03    2.9367E-03
3.0180E+00    2.9111E-03    2.9090E-03    2.9139E-03    2.9149E-03    2.9382E-03
3.0301E+00    2.9039E-03    2.9019E-03    2.9066E-03    2.9084E-03    2.9388E-03
3.0422E+00    2.9068E-03    2.9047E-03    2.9105E-03    2.9133E-03    2.9430E-03
3.0544E+00    2.9107E-03    2.9087E-03    2.9162E-03    2.9199E-03    2.9466E-03
3.0666E+00    2.9070E-03    2.9050E-03    2.9119E-03    2.9154E-03    2.9455E-03
3.0788E+00    2.9054E-03    2.9035E-03    2.9102E-03    2.9134E-03    2.9447E-03
3.0912E+00    2.9098E-03    2.9079E-03    2.9148E-03    2.9171E-03    2.9442E-03
3.1035E+00    2.9125E-03    2.9105E-03    2.9191E-03    2.9219E-03    2.9431E-03
3.1159E+00    2.9071E-03    2.9053E-03    2.9165E-03    2.9203E-03    2.9439E-03
3.1284E+00    2.9167E-03    2.9149E-03    2.9278E-03    2.9330E-03    2.9441E-03
3.1409E+00    2.9121E-03    2.9103E-03    2.9263E-03    2.9322E-03    2.9472E-03
3.1535E+00    2.9205E-03    2.9189E-03    2.9404E-03    2.9479E-03    2.9513E-03
3.1661E+00    2.9203E-03    2.9188E-03    2.9394E-03    2.9468E-03    2.9533E-03
3.1787E+00    2.9243E-03    2.9224E-03    2.9439E-03    2.9508E-03    2.9542E-03
3.1914E+00    2.9299E-03    2.9279E-03    2.9528E-03    2.9601E-03    2.9539E-03
3.2042E+00    2.9359E-03    2.9337E-03    2.9604E-03    2.9672E-03    2.9536E-03
3.2170E+00    2.9458E-03    2.9434E-03    2.9649E-03    2.9710E-03    2.9543E-03
3.2299E+00    2.9391E-03    2.9369E-03    2.9606E-03    2.9670E-03    2.9540E-03
3.2428E+00    2.9494E-03    2.9470E-03    2.9712E-03    2.9776E-03    2.9576E-03
3.2558E+00    2.9512E-03    2.9487E-03    2.9777E-03    2.9840E-03    2.9602E-03
3.2688E+00    2.9399E-03    2.9377E-03    2.9565E-03    2.9618E-03    2.9593E-03
3.2818E+00    2.9346E-03    2.9326E-03    2.9498E-03    2.9554E-03    2.9604E-03
3.2950E+00    2.9399E-03    2.9378E-03    2.9584E-03    2.9649E-03    2.9629E-03
3.3081E+00    2.9528E-03    2.9501E-03    2.9696E-03    2.9755E-03    2.9661E-03
3.3214E+00    2.9661E-03    2.9634E-03    2.9903E-03    2.9979E-03    2.9692E-03
3.3347E+00    2.9483E-03    2.9463E-03    2.9736E-03    2.9822E-03    2.9698E-03
3.3480E+00    2.9435E-03    2.9417E-03    2.9693E-03    2.9778E-03    2.9705E-03
3.3614E+00    2.9543E-03    2.9523E-03    2.9788E-03    2.9863E-03    2.9714E-03
3.3748E+00    2.9428E-03    2.9405E-03    2.9673E-03    2.9757E-03    2.9712E-03
3.3883E+00    2.9458E-03    2.9435E-03    2.9684E-03    2.9771E-03    2.9715E-03
3.4019E+00    2.9381E-03    2.9360E-03    2.9631E-03    2.9736E-03    2.9724E-03
3.4155E+00    2.9399E-03    2.9379E-03    2.9642E-03    2.9744E-03    2.9722E-03
3.4291E+00    2.9370E-03    2.9350E-03    2.9610E-03    2.9711E-03    2.9708E-03
3.4428E+00    2.9407E-03    2.9386E-03    2.9613E-03    2.9703E-03    2.9673E-03
3.4566E+00    2.9369E-03    2.9351E-03    2.9568E-03    2.9655E-03    2.9655E-03
3.4704E+00    2.9462E-03    2.9439E-03    2.9648E-03    2.9725E-03    2.9664E-03
3.4843E+00    2.9429E-03    2.9405E-03    2.9615E-03    2.9695E-03    2.9668E-03
3.4982E+00    2.9329E-03    2.9310E-03    2.9539E-03    2.9631E-03    2.9671E-03
3.5122E+00    2.9283E-03    2.9269E-03    2.9510E-03    2.9609E-03    2.9659E-03
3.5263E+00    2.9336E-03    2.9317E-03    2.9531E-03    2.9621E-03    2.9650E-03
3.5404E+00    2.9402E-03    2.9380E-03    2.9551E-03    2.9612E-03    2.9603E-03
3.5545E+00    2.9290E-03    2.9271E-03    2.9427E-03    2.9485E-03    2.9534E-03
3.5687E+00    2.9424E-03    2.9401E-03    2.9573E-03    2.9627E-03    2.9510E-03
3.5830E+00    2.9380E-03    2.9359E-03    2.9524E-03    2.9579E-03    2.9473E-03
3.5973E+00    2.9403E-03    2.9382E-03    2.9563E-03    2.9624E-03    2.9458E-03
3.6117E+00    2.9301E-03    2.9283E-03    2.9438E-03    2.9491E-03    2.9455E-03
3.6262E+00    2.9262E-03    2.9244E-03    2.9395E-03    2.9449E-03    2.9444E-03
3.6407E+00    2.9255E-03    2.9237E-03    2.9379E-03    2.9428E-03    2.9459E-03
3.6552E+00    2.9237E-03    2.9222E-03    2.9377E-03    2.9432E-03    2.9438E-03
3.6698E+00    2.9191E-03    2.9176E-03    2.9310E-03    2.9356E-03    2.9416E-03
3.6845E+00    2.9297E-03    2.9279E-03    2.9430E-03    2.9480E-03    2.9417E-03
3.6992E+00    2.9150E-03    2.9137E-03    2.9272E-03    2.9320E-03    2.9389E-03
3.7140E+00    2.9209E-03    2.9193E-03    2.9330E-03    2.9375E-03    2.9385E-03
3.7289E+00    2.9201E-03    2.9185E-03    2.9318E-03    2.9362E-03    2.9393E-03
3.7438E+00    2.9231E-03    2.9215E-03    2.9360E-03    2.9407E-03    2.9421E-03
3.7588E+00    2.9173E-03    2.9160E-03    2.9305E-03    2.9355E-03    2.9426E-03
3.7738E+00    2.9220E-03    2.9205E-03    2.9355E-03    2.9407E-03    2.9442E-03
3.7889E+00    2.9235E-03    2.9219E-03    2.9366E-03    2.9416E-03    2.9461E-03
3.8040E+00    2.9186E-03    2.9173E-03    2.9315E-03    2.9364E-03    2.9475E-03
3.8192E+00    2.9125E-03    2.9113E-03    2.9247E-03    2.9294E-03    2.9495E-03
3.8345E+00    2.9161E-03    2.9150E-03    2.9298E-03    2.9349E-03    2.9487E-03
3.8498E+00    2.9233E-03    2.9218E-03    2.9360E-03    2.9406E-03    2.9474E-03
3.8652E+00    2.9182E-03    2.9169E-03    2.9312E-03    2.9360E-03    2.9477E-03
3.8807E+00    2.9106E-03    2.9095E-03    2.9224E-03    2.9269E-03    2.9445E-03
3.8962E+00    2.9145E-03    2.9133E-03    2.9271E-03    2.9316E-03    2.9424E-03
3.9118E+00    2.9123E-03    2.9111E-03    2.9246E-03    2.9293E-03    2.9383E-03
3.9274E+00    2.9090E-03    2.9079E-03    2.9209E-03    2.9253E-03    2.9374E-03
3.9431E+00    2.9075E-03    2.9065E-03    2.9193E-03    2.9237E-03    2.9366E-03
3.9589E+00    2.9092E-03    2.9082E-03    2.9220E-03    2.9268E-03    2.9345E-03
3.9747E+00    2.9105E-03    2.9095E-03    2.9224E-03    2.9268E-03    2.9327E-03
3.9906E+00    2.8988E-03    2.8981E-03    2.9101E-03    2.9144E-03    2.9314E-03
4.0066E+00    2.9051E-03    2.9043E-03    2.9170E-03    2.9217E-03    2.9320E-03
4.0226E+00    2.8956E-03    2.8951E-03    2.9076E-03    2.9129E-03    2.9355E-03
4.0387E+00    2.9055E-03    2.9046E-03    2.9181E-03    2.9233E-03    2.9373E-03
4.0548E+00    2.8990E-03    2.8984E-03    2.9120E-03    2.9180E-03    2.9379E-03
4.0711E+00    2.8967E-03    2.8961E-03    2.9095E-03    2.9153E-03    2.9367E-03
4.0873E+00    2.8959E-03    2.8950E-03    2.9066E-03    2.9117E-03    2.9337E-03
4.1037E+00    2.8934E-03    2.8926E-03    2.9037E-03    2.9085E-03    2.9326E-03
4.1201E+00    2.8970E-03    2.8961E-03    2.9076E-03    2.9123E-03    2.9348E-03
4.1366E+00    2.8866E-03    2.8860E-03    2.8976E-03    2.9038E-03    2.9384E-03
4.1531E+00    2.8994E-03    2.8983E-03    2.9087E-03    2.9136E-03    2.9404E-03
4.1697E+00    2.9150E-03    2.9124E-03    2.9171E-03    2.9190E-03    2.9437E-03
4.1864E+00    2.9381E-03    2.9346E-03    2.9402E-03    2.9412E-03    2.9454E-03
4.2031E+00    2.9650E-03    2.9603E-03    2.9671E-03    2.9677E-03    2.9477E-03
4.2199E+00    2.9813E-03    2.9759E-03    2.9839E-03    2.9845E-03    2.9465E-03
4.2368E+00    2.9884E-03    2.9828E-03    2.9912E-03    2.9917E-03    2.9460E-03
4.2537E+00    2.9838E-03    2.9784E-03    2.9865E-03    2.9870E-03    2.9456E-03
4.2708E+00    2.9889E-03    2.9833E-03    2.9916E-03    2.9920E-03    2.9463E-03
4.2878E+00    2.9956E-03    2.9898E-03    2.9984E-03    2.9987E-03    2.9469E-03
4.3050E+00    2.9775E-03    2.9723E-03    2.9801E-03    2.9807E-03    2.9405E-03
4.3222E+00    2.9651E-03    2.9603E-03    2.9672E-03    2.9678E-03    2.9383E-03
4.3395E+00    2.9633E-03    2.9588E-03    2.9654E-03    2.9659E-03    2.9424E-03
4.3568E+00    2.9402E-03    2.9365E-03    2.9419E-03    2.9425E-03    2.9378E-03
4.3743E+00    2.9267E-03    2.9236E-03    2.9286E-03    2.9297E-03    2.9393E-03
4.3917E+00    2.9180E-03    2.9153E-03    2.9202E-03    2.9217E-03    2.9421E-03
4.4093E+00    2.9054E-03    2.9033E-03    2.9074E-03    2.9093E-03    2.9444E-03
4.4269E+00    2.9001E-03    2.8984E-03    2.9036E-03    2.9073E-03    2.9460E-03
4.4446E+00    2.9000E-03    2.8989E-03    2.9045E-03    2.9081E-03    2.9444E-03
4.4624E+00    2.9088E-03    2.9077E-03    2.9109E-03    2.9116E-03    2.9428E-03
4.4803E+00    2.9197E-03    2.9183E-03    2.9210E-03    2.9198E-03    2.9422E-03
4.4982E+00    2.9282E-03    2.9266E-03    2.9298E-03    2.9280E-03    2.9408E-03
4.5162E+00    2.9415E-03    2.9395E-03    2.9428E-03    2.9402E-03    2.9387E-03
4.5342E+00    2.9466E-03    2.9444E-03    2.9480E-03    2.9450E-03    2.9374E-03
4.5523E+00    2.9537E-03    2.9513E-03    2.9560E-03    2.9539E-03    2.9369E-03
4.5705E+00    2.9571E-03    2.9545E-03    2.9589E-03    2.9559E-03    2.9338E-03
4.5888E+00    2.9663E-03    2.9634E-03    2.9684E-03    2.9657E-03    2.9343E-03
4.6072E+00    2.9621E-03    2.9592E-03    2.9635E-03    2.9602E-03    2.9293E-03
4.6256E+00    2.9651E-03    2.9622E-03    2.9669E-03    2.9639E-03    2.9296E-03
4.6441E+00    2.9592E-03    2.9564E-03    2.9606E-03    2.9573E-03    2.9301E-03
4.6627E+00    2.9472E-03    2.9449E-03    2.9482E-03    2.9449E-03    2.9324E-03
4.6813E+00    2.9568E-03    2.9541E-03    2.9582E-03    2.9550E-03    2.9348E-03
4.7000E+00    2.9619E-03    2.9590E-03    2.9634E-03    2.9602E-03    2.9353E-03
4.7188E+00    2.9609E-03    2.9581E-03    2.9623E-03    2.9590E-03    2.9348E-03
4.7377E+00    2.9591E-03    2.9564E-03    2.9604E-03    2.9570E-03    2.9313E-03
4.7566E+00    2.9622E-03    2.9595E-03    2.9638E-03    2.9607E-03    2.9345E-03
4.7757E+00    2.9537E-03    2.9512E-03    2.9553E-03    2.9524E-03    2.9342E-03
4.7948E+00    2.9488E-03    2.9465E-03    2.9502E-03    2.9472E-03    2.9326E-03
4.8139E+00    2.9435E-03    2.9420E-03    2.9509E-03    2.9502E-03    2.9352E-03
4.8332E+00    2.9369E-03    2.9354E-03    2.9449E-03    2.9457E-03    2.9370E-03
4.8525E+00    2.9375E-03    2.9355E-03    2.9412E-03    2.9410E-03    2.9366E-03
4.8719E+00    2.9341E-03    2.9327E-03    2.9405E-03    2.9412E-03    2.9404E-03
4.8914E+00    2.9245E-03    2.9230E-03    2.9301E-03    2.9316E-03    2.9391E-03
4.9109E+00    2.9156E-03    2.9144E-03    2.9195E-03    2.9200E-03    2.9378E-03
4.9306E+00    2.9083E-03    2.9073E-03    2.9151E-03    2.9174E-03    2.9391E-03
4.9503E+00    2.9078E-03    2.9062E-03    2.9147E-03    2.9183E-03    2.9439E-03
4.9701E+00    2.9047E-03    2.9032E-03    2.9094E-03    2.9123E-03    2.9435E-03
4.9900E+00    2.8979E-03    2.8963E-03    2.9018E-03    2.9053E-03    2.9441E-03
5.0099E+00    2.9048E-03    2.9027E-03    2.9082E-03    2.9108E-03    2.9434E-03
5.0300E+00    2.9066E-03    2.9045E-03    2.9099E-03    2.9116E-03    2.9409E-03
5.0501E+00    2.8967E-03    2.8950E-03    2.8990E-03    2.9003E-03    2.9355E-03
5.0703E+00    2.8999E-03    2.8980E-03    2.9022E-03    2.9031E-03    2.9290E-03
5.0905E+00    2.9064E-03    2.9042E-03    2.9095E-03    2.9102E-03    2.9222E-03
5.1109E+00    2.9059E-03    2.9037E-03    2.9082E-03    2.9090E-03    2.9190E-03
5.1313E+00    2.9050E-03    2.9029E-03    2.9068E-03    2.9071E-03    2.9180E-03
5.1518E+00    2.9090E-03    2.9068E-03    2.9122E-03    2.9130E-03    2.9187E-03
5.1724E+00    2.9147E-03    2.9122E-03    2.9191E-03    2.9212E-03    2.9238E-03
5.1931E+00    2.9093E-03    2.9069E-03    2.9181E-03    2.9209E-03    2.9256E-03
5.2139E+00    2.9161E-03    2.9135E-03    2.9254E-03    2.9280E-03    2.9252E-03
5.2347E+00    2.9124E-03    2.9100E-03    2.9186E-03    2.9208E-03    2.9233E-03
5.2557E+00    2.9090E-03    2.9068E-03    2.9167E-03    2.9188E-03    2.9247E-03
5.2767E+00    2.9100E-03    2.9078E-03    2.9191E-03    2.9214E-03    2.9248E-03
5.2978E+00    2.9119E-03    2.9096E-03    2.9239E-03    2.9280E-03    2.9244E-03
5.3190E+00    2.9041E-03    2.9021E-03    2.9090E-03    2.9110E-03    2.9226E-03
5.3402E+00    2.9115E-03    2.9092E-03    2.9179E-03    2.9198E-03    2.9219E-03
5.3616E+00    2.9119E-03    2.9095E-03    2.9165E-03    2.9181E-03    2.9195E-03
5.3830E+00    2.9068E-03    2.9047E-03    2.9130E-03    2.9150E-03    2.9216E-03
5.4046E+00    2.9096E-03    2.9073E-03    2.9176E-03    2.9196E-03    2.9229E-03
5.4262E+00    2.9171E-03    2.9145E-03    2.9200E-03    2.9205E-03    2.9190E-03
5.4479E+00    2.9106E-03    2.9083E-03    2.9130E-03    2.9135E-03    2.9191E-03
5.4697E+00    2.9177E-03    2.9151E-03    2.9199E-03    2.9201E-03    2.9196E-03
5.4915E+00    2.9087E-03    2.9065E-03    2.9108E-03    2.9111E-03    2.9196E-03
5.5135E+00    2.9101E-03    2.9078E-03    2.9120E-03    2.9122E-03    2.9205E-03
5.5355E+00    2.9110E-03    2.9087E-03    2.9129E-03    2.9132E-03    2.9240E-03
5.5577E+00    2.9173E-03    2.9147E-03    2.9191E-03    2.9191E-03    2.9273E-03
5.5799E+00    2.9181E-03    2.9154E-03    2.9202E-03    2.9204E-03    2.9292E-03
5.6022E+00    2.9133E-03    2.9108E-03    2.9158E-03    2.9165E-03    2.9302E-03
5.6246E+00    2.9160E-03    2.9134E-03    2.9181E-03    2.9185E-03    2.9315E-03
5.6471E+00    2.9254E-03    2.9226E-03    2.9292E-03    2.9299E-03    2.9341E-03
5.6697E+00    2.9152E-03    2.9127E-03    2.9179E-03    2.9188E-03    2.9355E-03
5.6923E+00    2.9142E-03    2.9117E-03    2.9166E-03    2.9175E-03    2.9362E-03
5.7151E+00    2.9222E-03    2.9195E-03    2.9253E-03    2.9260E-03    2.9371E-03
5.7380E+00    2.9210E-03    2.9183E-03    2.9239E-03    2.9245E-03    2.9384E-03
5.7609E+00    2.9219E-03    2.9191E-03    2.9243E-03    2.9249E-03    2.9386E-03
5.7839E+00    2.9160E-03    2.9135E-03    2.9192E-03    2.9203E-03    2.9387E-03
5.8071E+00    2.9160E-03    2.9134E-03    2.9191E-03    2.9206E-03    2.9378E-03
5.8303E+00    2.9234E-03    2.9206E-03    2.9277E-03    2.9296E-03    2.9384E-03
5.8536E+00    2.9193E-03    2.9166E-03    2.9221E-03    2.9232E-03    2.9387E-03
5.8770E+00    2.9292E-03    2.9262E-03    2.9330E-03    2.9339E-03    2.9377E-03
5.9005E+00    2.9228E-03    2.9201E-03    2.9263E-03    2.9274E-03    2.9359E-03
5.9241E+00    2.9220E-03    2.9193E-03    2.9254E-03    2.9264E-03    2.9352E-03
5.9478E+00    2.9230E-03    2.9204E-03    2.9272E-03    2.9286E-03    2.9355E-03
5.9716E+00    2.9228E-03    2.9201E-03    2.9256E-03    2.9260E-03    2.9365E-03
5.9955E+00    2.9223E-03    2.9198E-03    2.9270E-03    2.9288E-03    2.9379E-03
6.0194E+00    2.9204E-03    2.9178E-03    2.9239E-03    2.9250E-03    2.9393E-03
6.0435E+00    2.9311E-03    2.9282E-03    2.9367E-03    2.9385E-03    2.9414E-03
6.0677E+00    2.9252E-03    2.9223E-03    2.9280E-03    2.9288E-03    2.9419E-03
6.0919E+00    2.9203E-03    2.9179E-03    2.9257E-03    2.9284E-03    2.9439E-03
6.1163E+00    2.9300E-03    2.9271E-03    2.9356E-03    2.9377E-03    2.9465E-03
6.1407E+00    2.9204E-03    2.9179E-03    2.9254E-03    2.9282E-03    2.9470E-03
6.1653E+00    2.9226E-03    2.9200E-03    2.9280E-03    2.9309E-03    2.9478E-03
6.1899E+00    2.9229E-03    2.9203E-03    2.9276E-03    2.9305E-03    2.9493E-03
6.2147E+00    2.9224E-03    2.9200E-03    2.9303E-03    2.9345E-03    2.9504E-03
6.2395E+00    2.9168E-03    2.9150E-03    2.9292E-03    2.9343E-03    2.9504E-03
6.2645E+00    2.9151E-03    2.9131E-03    2.9254E-03    2.9303E-03    2.9507E-03
6.2895E+00    2.9196E-03    2.9182E-03    2.9369E-03    2.9420E-03    2.9508E-03
6.3147E+00    2.9135E-03    2.9117E-03    2.9264E-03    2.9314E-03    2.9508E-03
6.3399E+00    2.9255E-03    2.9232E-03    2.9380E-03    2.9421E-03    2.9511E-03
6.3653E+00    2.9254E-03    2.9234E-03    2.9405E-03    2.9442E-03    2.9512E-03
6.3908E+00    2.9270E-03    2.9254E-03    2.9461E-03    2.9509E-03    2.9516E-03
6.4163E+00    2.9324E-03    2.9300E-03    2.9460E-03    2.9494E-03    2.9515E-03
6.4420E+00    2.9331E-03    2.9314E-03    2.9522E-03    2.9564E-03    2.9528E-03
6.4677E+00    2.9389E-03    2.9377E-03    2.9663E-03    2.9719E-03    2.9555E-03
6.4936E+00    2.9446E-03    2.9426E-03    2.9672E-03    2.9729E-03    2.9542E-03
6.5196E+00    2.9426E-03    2.9417E-03    2.9748E-03    2.9811E-03    2.9562E-03
6.5456E+00    2.9357E-03    2.9354E-03    2.9702E-03    2.9766E-03    2.9560E-03
6.5718E+00    2.9392E-03    2.9382E-03    2.9686E-03    2.9742E-03    2.9560E-03
6.5981E+00    2.9401E-03    2.9397E-03    2.9745E-03    2.9809E-03    2.9569E-03
6.6245E+00    2.9448E-03    2.9440E-03    2.9764E-03    2.9819E-03    2.9570E-03
6.6509E+00    2.9409E-03    2.9402E-03    2.9722E-03    2.9776E-03    2.9565E-03
6.6775E+00    2.9496E-03    2.9494E-03    2.9854E-03    2.9908E-03    2.9590E-03
6.7042E+00    2.9449E-03    2.9444E-03    2.9777E-03    2.9830E-03    2.9596E-03
6.7311E+00    2.9530E-03    2.9529E-03    2.9907E-03    2.9963E-03    2.9612E-03
6.7580E+00    2.9473E-03    2.9472E-03    2.9818E-03    2.9870E-03    2.9624E-03
6.7850E+00    2.9550E-03    2.9545E-03    2.9926E-03    2.9986E-03    2.9644E-03
6.8121E+00    2.9493E-03    2.9492E-03    2.9867E-03    2.9928E-03    2.9659E-03
6.8394E+00    2.9538E-03    2.9536E-03    2.9917E-03    2.9981E-03    2.9671E-03
6.8667E+00    2.9523E-03    2.9517E-03    2.9877E-03    2.9940E-03    2.9678E-03
6.8942E+00    2.9414E-03    2.9411E-03    2.9778E-03    2.9852E-03    2.9675E-03
6.9217E+00    2.9436E-03    2.9437E-03    2.9814E-03    2.9885E-03    2.9686E-03
6.9494E+00    2.9411E-03    2.9409E-03    2.9792E-03    2.9870E-03    2.9694E-03
6.9772E+00    2.9363E-03    2.9362E-03    2.9730E-03    2.9809E-03    2.9684E-03
7.0051E+00    2.9374E-03    2.9370E-03    2.9732E-03    2.9811E-03    2.9681E-03
7.0331E+00    2.9366E-03    2.9356E-03    2.9726E-03    2.9806E-03    2.9672E-03
7.0612E+00    2.9381E-03    2.9379E-03    2.9733E-03    2.9804E-03    2.9658E-03
7.0895E+00    2.9350E-03    2.9347E-03    2.9705E-03    2.9775E-03    2.9648E-03
7.1178E+00    2.9335E-03    2.9334E-03    2.9683E-03    2.9752E-03    2.9622E-03
7.1463E+00    2.9358E-03    2.9354E-03    2.9687E-03    2.9746E-03    2.9595E-03
7.1749E+00    2.9340E-03    2.9334E-03    2.9634E-03    2.9689E-03    2.9573E-03
7.2035E+00    2.9310E-03    2.9297E-03    2.9537E-03    2.9586E-03    2.9558E-03
7.2323E+00    2.9247E-03    2.9243E-03    2.9431E-03    2.9477E-03    2.9533E-03
7.2613E+00    2.9406E-03    2.9420E-03    2.9725E-03    2.9780E-03    2.9532E-03
7.2903E+00    2.9328E-03    2.9340E-03    2.9568E-03    2.9620E-03    2.9521E-03
7.3195E+00    2.9391E-03    2.9375E-03    2.9581E-03    2.9630E-03    2.9529E-03
7.3487E+00    2.9400E-03    2.9390E-03    2.9578E-03    2.9627E-03    2.9540E-03
7.3781E+00    2.9453E-03    2.9438E-03    2.9629E-03    2.9684E-03    2.9575E-03
7.4076E+00    2.9448E-03    2.9433E-03    2.9589E-03    2.9636E-03    2.9599E-03
7.4372E+00    2.9519E-03    2.9501E-03    2.9670E-03    2.9719E-03    2.9605E-03
7.4670E+00    2.9510E-03    2.9487E-03    2.9647E-03    2.9692E-03    2.9606E-03
7.4968E+00    2.9473E-03    2.9449E-03    2.9606E-03    2.9655E-03    2.9616E-03
7.5268E+00    2.9428E-03    2.9403E-03    2.9563E-03    2.9618E-03    2.9619E-03
7.5569E+00    2.9380E-03    2.9356E-03    2.9512E-03    2.9568E-03    2.9629E-03
7.5871E+00    2.9349E-03    2.9328E-03    2.9487E-03    2.9545E-03    2.9641E-03
7.6175E+00    2.9336E-03    2.9315E-03    2.9484E-03    2.9550E-03    2.9642E-03
7.6479E+00    2.9520E-03    2.9492E-03    2.9659E-03    2.9711E-03    2.9641E-03
7.6785E+00    2.9674E-03    2.9640E-03    2.9819E-03    2.9869E-03    2.9637E-03
7.7092E+00    2.9556E-03    2.9529E-03    2.9709E-03    2.9764E-03    2.9624E-03
7.7400E+00    2.9436E-03    2.9411E-03    2.9574E-03    2.9628E-03    2.9585E-03
7.7710E+00    2.9432E-03    2.9406E-03    2.9556E-03    2.9602E-03    2.9546E-03
7.8021E+00    2.9439E-03    2.9414E-03    2.9561E-03    2.9605E-03    2.9518E-03
7.8333E+00    2.9437E-03    2.9411E-03    2.9561E-03    2.9607E-03    2.9498E-03
7.8646E+00    2.9434E-03    2.9409E-03    2.9558E-03    2.9601E-03    2.9503E-03
7.8960E+00    2.9424E-03    2.9399E-03    2.9543E-03    2.9586E-03    2.9477E-03
7.9276E+00    2.9493E-03    2.9465E-03    2.9617E-03    2.9660E-03    2.9476E-03
7.9593E+00    2.9344E-03    2.9322E-03    2.9462E-03    2.9506E-03    2.9454E-03
7.9911E+00    2.9337E-03    2.9316E-03    2.9460E-03    2.9506E-03    2.9444E-03
8.0231E+00    2.9377E-03    2.9353E-03    2.9492E-03    2.9535E-03    2.9441E-03
8.0552E+00    2.9327E-03    2.9305E-03    2.9445E-03    2.9489E-03    2.9439E-03
8.0874E+00    2.9301E-03    2.9282E-03    2.9419E-03    2.9463E-03    2.9434E-03
8.1197E+00    2.9253E-03    2.9234E-03    2.9367E-03    2.9412E-03    2.9426E-03
8.1522E+00    2.9220E-03    2.9202E-03    2.9328E-03    2.9370E-03    2.9420E-03
8.1848E+00    2.9288E-03    2.9268E-03    2.9402E-03    2.9444E-03    2.9410E-03
8.2175E+00    2.9171E-03    2.9155E-03    2.9271E-03    2.9310E-03    2.9410E-03
8.2504E+00    2.9219E-03    2.9201E-03    2.9322E-03    2.9362E-03    2.9417E-03
8.2834E+00    2.9061E-03    2.9049E-03    2.9161E-03    2.9203E-03    2.9406E-03
8.3165E+00    2.9171E-03    2.9155E-03    2.9270E-03    2.9308E-03    2.9401E-03
8.3497E+00    2.9104E-03    2.9089E-03    2.9192E-03    2.9229E-03    2.9403E-03
8.3831E+00    2.9087E-03    2.9073E-03    2.9180E-03    2.9217E-03    2.9401E-03
8.4166E+00    2.9068E-03    2.9053E-03    2.9143E-03    2.9175E-03    2.9404E-03
8.4503E+00    2.9090E-03    2.9076E-03    2.9185E-03    2.9225E-03    2.9409E-03
8.4841E+00    2.9028E-03    2.9017E-03    2.9120E-03    2.9163E-03    2.9409E-03
8.5180E+00    2.9033E-03    2.9019E-03    2.9098E-03    2.9130E-03    2.9420E-03
8.5521E+00    2.9058E-03    2.9047E-03    2.9156E-03    2.9197E-03    2.9427E-03
8.5863E+00    2.8998E-03    2.8987E-03    2.9069E-03    2.9108E-03    2.9433E-03
8.6206E+00    2.9031E-03    2.9025E-03    2.9136E-03    2.9185E-03    2.9445E-03
8.6551E+00    2.8941E-03    2.8932E-03    2.9027E-03    2.9076E-03    2.9452E-03
8.6897E+00    2.9058E-03    2.9043E-03    2.9137E-03    2.9177E-03    2.9461E-03
8.7244E+00    2.8909E-03    2.8902E-03    2.8988E-03    2.9038E-03    2.9468E-03
8.7593E+00    2.8920E-03    2.8913E-03    2.8999E-03    2.9048E-03    2.9477E-03
8.7943E+00    2.9011E-03    2.8999E-03    2.9086E-03    2.9128E-03    2.9485E-03
8.8295E+00    2.8910E-03    2.8901E-03    2.8984E-03    2.9035E-03    2.9493E-03
8.8648E+00    2.8893E-03    2.8883E-03    2.8969E-03    2.9025E-03    2.9503E-03
8.9003E+00    2.8935E-03    2.8924E-03    2.9013E-03    2.9062E-03    2.9504E-03
8.9358E+00    2.8942E-03    2.8929E-03    2.9019E-03    2.9069E-03    2.9518E-03
8.9716E+00    2.8877E-03    2.8865E-03    2.8951E-03    2.9008E-03    2.9532E-03
9.0075E+00    2.8933E-03    2.8918E-03    2.9002E-03    2.9050E-03    2.9529E-03
9.0435E+00    2.8954E-03    2.8942E-03    2.9039E-03    2.9088E-03    2.9554E-03
9.0796E+00    2.8930E-03    2.8914E-03    2.8997E-03    2.9043E-03    2.9567E-03
9.1159E+00    2.8896E-03    2.8880E-03    2.8994E-03    2.9052E-03    2.9569E-03
9.1524E+00    2.8951E-03    2.8935E-03    2.9048E-03    2.9098E-03    2.9585E-03
9.1890E+00    2.8964E-03    2.8948E-03    2.9053E-03    2.9107E-03    2.9593E-03
9.2257E+00    2.8972E-03    2.8954E-03    2.9039E-03    2.9090E-03    2.9589E-03
9.2626E+00    2.8982E-03    2.8964E-03    2.9066E-03    2.9128E-03    2.9587E-03
9.2997E+00    2.9002E-03    2.8983E-03    2.9089E-03    2.9159E-03    2.9586E-03
9.3368E+00    2.8984E-03    2.8968E-03    2.9121E-03    2.9200E-03    2.9584E-03
9.3742E+00    2.8963E-03    2.8949E-03    2.9109E-03    2.9210E-03    2.9601E-03
9.4117E+00    2.8951E-03    2.8939E-03    2.9192E-03    2.9303E-03    2.9608E-03
9.4493E+00    2.8975E-03    2.8964E-03    2.9270E-03    2.9376E-03    2.9627E-03
9.4871E+00    2.8974E-03    2.8963E-03    2.9202E-03    2.9324E-03    2.9619E-03
