# Wavelength(μm)  CH4_only    Sorg_1x     Sorg_10x      Sorg_20x      Sorg_50x
9.4112E-01    2.9006E-03    2.8987E-03    2.9024E-03    2.9029E-03    2.8759E-03
9.4488E-01    2.9028E-03    2.9008E-03    2.9051E-03    2.9060E-03    2.8777E-03
9.4866E-01    2.9038E-03    2.9018E-03    2.9064E-03    2.9075E-03    2.8785E-03
9.5245E-01    2.9019E-03    2.9002E-03    2.9071E-03    2.9098E-03    2.8801E-03
9.5626E-01    2.9018E-03    2.9000E-03    2.9065E-03    2.9093E-03    2.8800E-03
9.6009E-01    2.9046E-03    2.9028E-03    2.9105E-03    2.9139E-03    2.8826E-03
9.6393E-01    2.9042E-03    2.9029E-03    2.9147E-03    2.9203E-03    2.8863E-03
9.6778E-01    2.9005E-03    2.8995E-03    2.9125E-03    2.9190E-03    2.8859E-03
9.7165E-01    2.9058E-03    2.9051E-03    2.9212E-03    2.9284E-03    2.8907E-03
9.7554E-01    2.9081E-03    2.9073E-03    2.9240E-03    2.9314E-03    2.8923E-03
9.7944E-01    2.9089E-03    2.9084E-03    2.9271E-03    2.9350E-03    2.8942E-03
9.8335E-01    2.9083E-03    2.9077E-03    2.9258E-03    2.9333E-03    2.8933E-03
9.8729E-01    2.9104E-03    2.9099E-03    2.9290E-03    2.9368E-03    2.8951E-03
9.9123E-01    2.9102E-03    2.9099E-03    2.9295E-03    2.9374E-03    2.8954E-03
9.9520E-01    2.9124E-03    2.9122E-03    2.9326E-03    2.9406E-03    2.8971E-03
9.9918E-01    2.9160E-03    2.9156E-03    2.9362E-03    2.9442E-03    2.8989E-03
1.0032E+00    2.9130E-03    2.9127E-03    2.9329E-03    2.9408E-03    2.8971E-03
1.0072E+00    2.9100E-03    2.9098E-03    2.9298E-03    2.9376E-03    2.8955E-03
1.0112E+00    2.9097E-03    2.9095E-03    2.9293E-03    2.9371E-03    2.8952E-03
1.0153E+00    2.9091E-03    2.9089E-03    2.9291E-03    2.9371E-03    2.8952E-03
1.0193E+00    2.9012E-03    2.9013E-03    2.9208E-03    2.9287E-03    2.8910E-03
1.0234E+00    2.9032E-03    2.9033E-03    2.9236E-03    2.9319E-03    2.8927E-03
1.0275E+00    2.8957E-03    2.8960E-03    2.9153E-03    2.9234E-03    2.8883E-03
1.0316E+00    2.8918E-03    2.8923E-03    2.9119E-03    2.9202E-03    2.8867E-03
1.0357E+00    2.8824E-03    2.8829E-03    2.9002E-03    2.9081E-03    2.8805E-03
1.0399E+00    2.8773E-03    2.8780E-03    2.8952E-03    2.9034E-03    2.8781E-03
1.0440E+00    2.8702E-03    2.8708E-03    2.8861E-03    2.8940E-03    2.8731E-03
1.0482E+00    2.8669E-03    2.8676E-03    2.8823E-03    2.8900E-03    2.8709E-03
1.0524E+00    2.8663E-03    2.8668E-03    2.8808E-03    2.8885E-03    2.8700E-03
1.0566E+00    2.8618E-03    2.8621E-03    2.8736E-03    2.8806E-03    2.8655E-03
1.0608E+00    2.8625E-03    2.8624E-03    2.8705E-03    2.8759E-03    2.8624E-03
1.0651E+00    2.8638E-03    2.8634E-03    2.8700E-03    2.8746E-03    2.8614E-03
1.0693E+00    2.8692E-03    2.8684E-03    2.8730E-03    2.8758E-03    2.8614E-03
1.0736E+00    2.8688E-03    2.8680E-03    2.8713E-03    2.8732E-03    2.8595E-03
1.0779E+00    2.8699E-03    2.8690E-03    2.8722E-03    2.8739E-03    2.8599E-03
1.0822E+00    2.8776E-03    2.8765E-03    2.8800E-03    2.8816E-03    2.8643E-03
1.0865E+00    2.8809E-03    2.8799E-03    2.8862E-03    2.8894E-03    2.8694E-03
1.0909E+00    2.8896E-03    2.8886E-03    2.8976E-03    2.9018E-03    2.8763E-03
1.0952E+00    2.8916E-03    2.8905E-03    2.8988E-03    2.9027E-03    2.8767E-03
1.0996E+00    2.8941E-03    2.8927E-03    2.8985E-03    2.9008E-03    2.8753E-03
1.1040E+00    2.8979E-03    2.8964E-03    2.9038E-03    2.9071E-03    2.8789E-03
1.1084E+00    2.9052E-03    2.9041E-03    2.9169E-03    2.9226E-03    2.8875E-03
1.1129E+00    2.9108E-03    2.9095E-03    2.9229E-03    2.9285E-03    2.8905E-03
1.1173E+00    2.9195E-03    2.9180E-03    2.9331E-03    2.9393E-03    2.8963E-03
1.1218E+00    2.9293E-03    2.9277E-03    2.9459E-03    2.9530E-03    2.9036E-03
1.1263E+00    2.9334E-03    2.9319E-03    2.9515E-03    2.9589E-03    2.9066E-03
1.1308E+00    2.9307E-03    2.9290E-03    2.9472E-03    2.9541E-03    2.9042E-03
1.1353E+00    2.9386E-03    2.9369E-03    2.9573E-03    2.9649E-03    2.9100E-03
1.1398E+00    2.9264E-03    2.9252E-03    2.9441E-03    2.9513E-03    2.9024E-03
1.1444E+00    2.9318E-03    2.9304E-03    2.9507E-03    2.9584E-03    2.9062E-03
1.1490E+00    2.9399E-03    2.9383E-03    2.9599E-03    2.9680E-03    2.9114E-03
1.1535E+00    2.9451E-03    2.9434E-03    2.9652E-03    2.9732E-03    2.9143E-03
1.1582E+00    2.9394E-03    2.9378E-03    2.9583E-03    2.9659E-03    2.9103E-03
1.1628E+00    2.9504E-03    2.9484E-03    2.9704E-03    2.9780E-03    2.9172E-03
1.1674E+00    2.9428E-03    2.9411E-03    2.9627E-03    2.9705E-03    2.9128E-03
1.1721E+00    2.9397E-03    2.9381E-03    2.9593E-03    2.9671E-03    2.9110E-03
1.1768E+00    2.9336E-03    2.9323E-03    2.9530E-03    2.9609E-03    2.9076E-03
1.1815E+00    2.9265E-03    2.9254E-03    2.9453E-03    2.9531E-03    2.9035E-03
1.1862E+00    2.9250E-03    2.9239E-03    2.9433E-03    2.9508E-03    2.9023E-03
1.1910E+00    2.9265E-03    2.9255E-03    2.9456E-03    2.9534E-03    2.9037E-03
1.1957E+00    2.9225E-03    2.9216E-03    2.9410E-03    2.9484E-03    2.9011E-03
1.2005E+00    2.9178E-03    2.9170E-03    2.9356E-03    2.9428E-03    2.8981E-03
1.2053E+00    2.9158E-03    2.9146E-03    2.9305E-03    2.9370E-03    2.8949E-03
1.2101E+00    2.9083E-03    2.9075E-03    2.9235E-03    2.9302E-03    2.8915E-03
1.2150E+00    2.9034E-03    2.9026E-03    2.9176E-03    2.9241E-03    2.8884E-03
1.2198E+00    2.8987E-03    2.8977E-03    2.9100E-03    2.9158E-03    2.8839E-03
1.2247E+00    2.8953E-03    2.8947E-03    2.9085E-03    2.9151E-03    2.8838E-03
1.2296E+00    2.8954E-03    2.8949E-03    2.9099E-03    2.9167E-03    2.8847E-03
1.2345E+00    2.8910E-03    2.8908E-03    2.9057E-03    2.9123E-03    2.8824E-03
1.2395E+00    2.8860E-03    2.8860E-03    2.9017E-03    2.9092E-03    2.8809E-03
1.2444E+00    2.8796E-03    2.8799E-03    2.8948E-03    2.9017E-03    2.8769E-03
1.2494E+00    2.8714E-03    2.8716E-03    2.8844E-03    2.8910E-03    2.8712E-03
1.2544E+00    2.8693E-03    2.8693E-03    2.8801E-03    2.8860E-03    2.8683E-03
1.2594E+00    2.8662E-03    2.8662E-03    2.8767E-03    2.8825E-03    2.8663E-03
1.2644E+00    2.8664E-03    2.8662E-03    2.8747E-03    2.8796E-03    2.8644E-03
1.2695E+00    2.8660E-03    2.8657E-03    2.8734E-03    2.8779E-03    2.8633E-03
1.2746E+00    2.8664E-03    2.8660E-03    2.8726E-03    2.8766E-03    2.8624E-03
1.2797E+00    2.8694E-03    2.8687E-03    2.8739E-03    2.8769E-03    2.8622E-03
1.2848E+00    2.8719E-03    2.8712E-03    2.8771E-03    2.8804E-03    2.8643E-03
1.2899E+00    2.8777E-03    2.8768E-03    2.8823E-03    2.8850E-03    2.8668E-03
1.2951E+00    2.8850E-03    2.8839E-03    2.8896E-03    2.8920E-03    2.8707E-03
1.3003E+00    2.8896E-03    2.8889E-03    2.8992E-03    2.9041E-03    2.8778E-03
1.3055E+00    2.8981E-03    2.8973E-03    2.9097E-03    2.9151E-03    2.8836E-03
1.3107E+00    2.9023E-03    2.9012E-03    2.9131E-03    2.9182E-03    2.8853E-03
1.3159E+00    2.9095E-03    2.9083E-03    2.9220E-03    2.9275E-03    2.8900E-03
1.3212E+00    2.9061E-03    2.9047E-03    2.9154E-03    2.9199E-03    2.8859E-03
1.3265E+00    2.9094E-03    2.9082E-03    2.9215E-03    2.9270E-03    2.8899E-03
1.3318E+00    2.9291E-03    2.9276E-03    2.9454E-03    2.9522E-03    2.9033E-03
1.3371E+00    2.9179E-03    2.9165E-03    2.9316E-03    2.9375E-03    2.8954E-03
1.3424E+00    2.9282E-03    2.9267E-03    2.9446E-03    2.9513E-03    2.9027E-03
1.3478E+00    2.9343E-03    2.9325E-03    2.9504E-03    2.9571E-03    2.9059E-03
1.3532E+00    2.9383E-03    2.9365E-03    2.9558E-03    2.9628E-03    2.9084E-03
1.3586E+00    2.9406E-03    2.9386E-03    2.9572E-03    2.9637E-03    2.9090E-03
1.3640E+00    2.9365E-03    2.9345E-03    2.9519E-03    2.9586E-03    2.9065E-03
1.3695E+00    2.9425E-03    2.9405E-03    2.9601E-03    2.9671E-03    2.9111E-03
1.3750E+00    2.9368E-03    2.9349E-03    2.9537E-03    2.9608E-03    2.9075E-03
1.3805E+00    2.9435E-03    2.9414E-03    2.9607E-03    2.9677E-03    2.9116E-03
1.3860E+00    2.9405E-03    2.9386E-03    2.9583E-03    2.9656E-03    2.9103E-03
1.3915E+00    2.9404E-03    2.9384E-03    2.9572E-03    2.9641E-03    2.9095E-03
1.3971E+00    2.9393E-03    2.9374E-03    2.9565E-03    2.9633E-03    2.9088E-03
1.4027E+00    2.9437E-03    2.9417E-03    2.9610E-03    2.9677E-03    2.9112E-03
1.4083E+00    2.9385E-03    2.9367E-03    2.9561E-03    2.9632E-03    2.9090E-03
1.4139E+00    2.9374E-03    2.9356E-03    2.9540E-03    2.9604E-03    2.9072E-03
1.4196E+00    2.9290E-03    2.9273E-03    2.9445E-03    2.9511E-03    2.9023E-03
1.4253E+00    2.9296E-03    2.9279E-03    2.9444E-03    2.9505E-03    2.9019E-03
1.4310E+00    2.9285E-03    2.9265E-03    2.9412E-03    2.9470E-03    2.9012E-03
1.4367E+00    2.9294E-03    2.9275E-03    2.9433E-03    2.9496E-03    2.9018E-03
1.4424E+00    2.9216E-03    2.9199E-03    2.9345E-03    2.9403E-03    2.8975E-03
1.4482E+00    2.9190E-03    2.9172E-03    2.9301E-03    2.9354E-03    2.8945E-03
1.4540E+00    2.9167E-03    2.9154E-03    2.9306E-03    2.9368E-03    2.8954E-03
1.4598E+00    2.9137E-03    2.9123E-03    2.9261E-03    2.9318E-03    2.8943E-03
1.4656E+00    2.9110E-03    2.9094E-03    2.9211E-03    2.9261E-03    2.8910E-03
1.4715E+00    2.9135E-03    2.9118E-03    2.9232E-03    2.9279E-03    2.8924E-03
1.4774E+00    2.9083E-03    2.9067E-03    2.9169E-03    2.9209E-03    2.8881E-03
1.4833E+00    2.9076E-03    2.9059E-03    2.9150E-03    2.9184E-03    2.8860E-03
1.4892E+00    2.9040E-03    2.9023E-03    2.9101E-03    2.9130E-03    2.8829E-03
1.4952E+00    2.8995E-03    2.8981E-03    2.9068E-03    2.9107E-03    2.8820E-03
1.5011E+00    2.8947E-03    2.8932E-03    2.8993E-03    2.9019E-03    2.8790E-03
1.5071E+00    2.8967E-03    2.8956E-03    2.9057E-03    2.9098E-03    2.8826E-03
1.5132E+00    2.8908E-03    2.8897E-03    2.8977E-03    2.9015E-03    2.8778E-03
1.5192E+00    2.8893E-03    2.8881E-03    2.8944E-03    2.8971E-03    2.8752E-03
1.5253E+00    2.8864E-03    2.8852E-03    2.8908E-03    2.8931E-03    2.8728E-03
1.5314E+00    2.8905E-03    2.8891E-03    2.8951E-03    2.8980E-03    2.8762E-03
1.5375E+00    2.8829E-03    2.8820E-03    2.8886E-03    2.8918E-03    2.8930E-03
1.5437E+00    2.8822E-03    2.8810E-03    2.8865E-03    2.8897E-03    2.9267E-03
1.5498E+00    2.8699E-03    2.8693E-03    2.8755E-03    2.8796E-03    2.9254E-03
1.5560E+00    2.8700E-03    2.8697E-03    2.8772E-03    2.8817E-03    2.9253E-03
1.5623E+00    2.8881E-03    2.8882E-03    2.8925E-03    2.8942E-03    2.9249E-03
1.5685E+00    2.8991E-03    2.8984E-03    2.9006E-03    2.9006E-03    2.9240E-03
1.5748E+00    2.9038E-03    2.9021E-03    2.9050E-03    2.9057E-03    2.9239E-03
1.5811E+00    2.9025E-03    2.9011E-03    2.9034E-03    2.9034E-03    2.9246E-03
1.5874E+00    2.8861E-03    2.8859E-03    2.8881E-03    2.8886E-03    2.9234E-03
1.5937E+00    2.8770E-03    2.8769E-03    2.8816E-03    2.8841E-03    2.9236E-03
1.6001E+00    2.8926E-03    2.8912E-03    2.8971E-03    2.9000E-03    2.9242E-03
1.6065E+00    2.9049E-03    2.9033E-03    2.9129E-03    2.9170E-03    2.9234E-03
1.6129E+00    2.9015E-03    2.9004E-03    2.9126E-03    2.9176E-03    2.9236E-03
1.6194E+00    2.9091E-03    2.9081E-03    2.9259E-03    2.9323E-03    2.9254E-03
1.6259E+00    2.9118E-03    2.9108E-03    2.9272E-03    2.9330E-03    2.9278E-03
1.6324E+00    2.9166E-03    2.9155E-03    2.9331E-03    2.9392E-03    2.9283E-03
1.6389E+00    2.9199E-03    2.9186E-03    2.9336E-03    2.9387E-03    2.9304E-03
1.6454E+00    2.9280E-03    2.9265E-03    2.9439E-03    2.9501E-03    2.9323E-03
1.6520E+00    2.9271E-03    2.9257E-03    2.9430E-03    2.9490E-03    2.9343E-03
1.6586E+00    2.9203E-03    2.9191E-03    2.9354E-03    2.9414E-03    2.9342E-03
1.6653E+00    2.9298E-03    2.9283E-03    2.9467E-03    2.9531E-03    2.9385E-03
1.6719E+00    2.9248E-03    2.9236E-03    2.9426E-03    2.9498E-03    2.9458E-03
1.6786E+00    2.9246E-03    2.9234E-03    2.9429E-03    2.9504E-03    2.9474E-03
1.6853E+00    2.9240E-03    2.9227E-03    2.9413E-03    2.9484E-03    2.9490E-03
1.6921E+00    2.9228E-03    2.9214E-03    2.9387E-03    2.9455E-03    2.9491E-03
1.6988E+00    2.9397E-03    2.9381E-03    2.9593E-03    2.9672E-03    2.9465E-03
1.7056E+00    2.9422E-03    2.9403E-03    2.9596E-03    2.9661E-03    2.9465E-03
1.7124E+00    2.9389E-03    2.9372E-03    2.9565E-03    2.9635E-03    2.9483E-03
1.7193E+00    2.9203E-03    2.9191E-03    2.9355E-03    2.9418E-03    2.9492E-03
1.7262E+00    2.9385E-03    2.9368E-03    2.9563E-03    2.9632E-03    2.9510E-03
1.7331E+00    2.9364E-03    2.9348E-03    2.9544E-03    2.9618E-03    2.9499E-03
1.7400E+00    2.9303E-03    2.9287E-03    2.9468E-03    2.9536E-03    2.9484E-03
1.7470E+00    2.9358E-03    2.9341E-03    2.9527E-03    2.9596E-03    2.9459E-03
1.7539E+00    2.9267E-03    2.9253E-03    2.9428E-03    2.9494E-03    2.9377E-03
1.7610E+00    2.9290E-03    2.9276E-03    2.9454E-03    2.9519E-03    2.9343E-03
1.7680E+00    2.9312E-03    2.9295E-03    2.9470E-03    2.9532E-03    2.9331E-03
1.7751E+00    2.9392E-03    2.9374E-03    2.9562E-03    2.9626E-03    2.9319E-03
1.7822E+00    2.9228E-03    2.9213E-03    2.9369E-03    2.9426E-03    2.9327E-03
1.7893E+00    2.9340E-03    2.9323E-03    2.9497E-03    2.9560E-03    2.9341E-03
1.7964E+00    2.9262E-03    2.9247E-03    2.9416E-03    2.9479E-03    2.9308E-03
1.8036E+00    2.9256E-03    2.9239E-03    2.9395E-03    2.9454E-03    2.9284E-03
1.8108E+00    2.9242E-03    2.9225E-03    2.9374E-03    2.9432E-03    2.9249E-03
1.8181E+00    2.9254E-03    2.9236E-03    2.9384E-03    2.9440E-03    2.9213E-03
1.8254E+00    2.9228E-03    2.9210E-03    2.9349E-03    2.9401E-03    2.9210E-03
1.8326E+00    2.9220E-03    2.9200E-03    2.9324E-03    2.9370E-03    2.9190E-03
1.8400E+00    2.9248E-03    2.9226E-03    2.9338E-03    2.9376E-03    2.9204E-03
1.8473E+00    2.9212E-03    2.9191E-03    2.9297E-03    2.9334E-03    2.9201E-03
1.8547E+00    2.9180E-03    2.9159E-03    2.9254E-03    2.9290E-03    2.9203E-03
1.8621E+00    2.9207E-03    2.9185E-03    2.9274E-03    2.9300E-03    2.9223E-03
1.8696E+00    2.9201E-03    2.9178E-03    2.9262E-03    2.9286E-03    2.9230E-03
1.8771E+00    2.9153E-03    2.9130E-03    2.9201E-03    2.9224E-03    2.9220E-03
1.8846E+00    2.9143E-03    2.9121E-03    2.9193E-03    2.9213E-03    2.9220E-03
1.8921E+00    2.9144E-03    2.9121E-03    2.9190E-03    2.9210E-03    2.9205E-03
1.8997E+00    2.9137E-03    2.9113E-03    2.9168E-03    2.9180E-03    2.9204E-03
1.9073E+00    2.9146E-03    2.9123E-03    2.9191E-03    2.9211E-03    2.9242E-03
1.9149E+00    2.9173E-03    2.9152E-03    2.9244E-03    2.9273E-03    2.9246E-03
1.9225E+00    2.9172E-03    2.9151E-03    2.9243E-03    2.9274E-03    2.9230E-03
1.9302E+00    2.9134E-03    2.9113E-03    2.9189E-03    2.9211E-03    2.9218E-03
1.9380E+00    2.9091E-03    2.9070E-03    2.9129E-03    2.9146E-03    2.9231E-03
1.9457E+00    2.9138E-03    2.9114E-03    2.9171E-03    2.9189E-03    2.9275E-03
1.9535E+00    2.9256E-03    2.9225E-03    2.9275E-03    2.9285E-03    2.9304E-03
1.9613E+00    2.9237E-03    2.9209E-03    2.9266E-03    2.9281E-03    2.9290E-03
1.9691E+00    2.9194E-03    2.9167E-03    2.9221E-03    2.9236E-03    2.9273E-03
1.9770E+00    2.9028E-03    2.9008E-03    2.9059E-03    2.9074E-03    2.9225E-03
1.9849E+00    2.8965E-03    2.8948E-03    2.9006E-03    2.9029E-03    2.9210E-03
1.9929E+00    2.8979E-03    2.8961E-03    2.9014E-03    2.9034E-03    2.9194E-03
2.0008E+00    2.9258E-03    2.9228E-03    2.9282E-03    2.9294E-03    2.9192E-03
2.0088E+00    2.9287E-03    2.9255E-03    2.9301E-03    2.9309E-03    2.9206E-03
2.0169E+00    2.9278E-03    2.9247E-03    2.9296E-03    2.9305E-03    2.9224E-03
2.0249E+00    2.9153E-03    2.9126E-03    2.9173E-03    2.9186E-03    2.9251E-03
2.0330E+00    2.8991E-03    2.8971E-03    2.9016E-03    2.9034E-03    2.9273E-03
2.0411E+00    2.8940E-03    2.8921E-03    2.8963E-03    2.8979E-03    2.9283E-03
2.0493E+00    2.9126E-03    2.9100E-03    2.9141E-03    2.9152E-03    2.9278E-03
2.0575E+00    2.9179E-03    2.9151E-03    2.9191E-03    2.9200E-03    2.9263E-03
2.0657E+00    2.9221E-03    2.9192E-03    2.9233E-03    2.9242E-03    2.9286E-03
2.0740E+00    2.9165E-03    2.9137E-03    2.9182E-03    2.9195E-03    2.9299E-03
2.0823E+00    2.9018E-03    2.8996E-03    2.9047E-03    2.9067E-03    2.9278E-03
2.0906E+00    2.9008E-03    2.8987E-03    2.9053E-03    2.9080E-03    2.9232E-03
2.0990E+00    2.8995E-03    2.8974E-03    2.9033E-03    2.9056E-03    2.9207E-03
2.1074E+00    2.8960E-03    2.8941E-03    2.9033E-03    2.9071E-03    2.9209E-03
2.1158E+00    2.8979E-03    2.8962E-03    2.9068E-03    2.9112E-03    2.9191E-03
2.1242E+00    2.9006E-03    2.8990E-03    2.9108E-03    2.9154E-03    2.9187E-03
2.1327E+00    2.8996E-03    2.8981E-03    2.9088E-03    2.9130E-03    2.9166E-03
2.1413E+00    2.9044E-03    2.9029E-03    2.9136E-03    2.9177E-03    2.9169E-03
2.1498E+00    2.9067E-03    2.9053E-03    2.9167E-03    2.9210E-03    2.9196E-03
2.1584E+00    2.9169E-03    2.9154E-03    2.9293E-03    2.9343E-03    2.9222E-03
2.1671E+00    2.9170E-03    2.9156E-03    2.9307E-03    2.9362E-03    2.9233E-03
2.1757E+00    2.9192E-03    2.9176E-03    2.9322E-03    2.9373E-03    2.9262E-03
2.1844E+00    2.9081E-03    2.9067E-03    2.9195E-03    2.9244E-03    2.9281E-03
2.1932E+00    2.9201E-03    2.9187E-03    2.9368E-03    2.9430E-03    2.9309E-03
2.2019E+00    2.9511E-03    2.9489E-03    2.9703E-03    2.9772E-03    2.9356E-03
2.2107E+00    2.9196E-03    2.9181E-03    2.9343E-03    2.9402E-03    2.9327E-03
2.2196E+00    2.9245E-03    2.9229E-03    2.9404E-03    2.9464E-03    2.9373E-03
2.2285E+00    2.9421E-03    2.9401E-03    2.9601E-03    2.9664E-03    2.9452E-03
2.2374E+00    2.9366E-03    2.9346E-03    2.9520E-03    2.9577E-03    2.9466E-03
2.2463E+00    2.9454E-03    2.9433E-03    2.9642E-03    2.9709E-03    2.9512E-03
2.2553E+00    2.9429E-03    2.9409E-03    2.9596E-03    2.9659E-03    2.9539E-03
2.2643E+00    2.9467E-03    2.9445E-03    2.9638E-03    2.9704E-03    2.9561E-03
2.2734E+00    2.9358E-03    2.9338E-03    2.9514E-03    2.9579E-03    2.9553E-03
2.2825E+00    2.9421E-03    2.9401E-03    2.9593E-03    2.9662E-03    2.9524E-03
2.2916E+00    2.9557E-03    2.9532E-03    2.9736E-03    2.9799E-03    2.9527E-03
2.3007E+00    2.9509E-03    2.9485E-03    2.9688E-03    2.9750E-03    2.9518E-03
2.3099E+00    2.9355E-03    2.9337E-03    2.9516E-03    2.9580E-03    2.9519E-03
2.3192E+00    2.9539E-03    2.9515E-03    2.9709E-03    2.9771E-03    2.9549E-03
2.3285E+00    2.9456E-03    2.9435E-03    2.9595E-03    2.9654E-03    2.9545E-03
2.3378E+00    2.9620E-03    2.9593E-03    2.9754E-03    2.9800E-03    2.9554E-03
2.3471E+00    2.9531E-03    2.9507E-03    2.9685E-03    2.9740E-03    2.9500E-03
2.3565E+00    2.9514E-03    2.9491E-03    2.9667E-03    2.9724E-03    2.9467E-03
2.3659E+00    2.9453E-03    2.9432E-03    2.9578E-03    2.9625E-03    2.9431E-03
2.3754E+00    2.9521E-03    2.9497E-03    2.9682E-03    2.9743E-03    2.9421E-03
2.3849E+00    2.9388E-03    2.9367E-03    2.9541E-03    2.9602E-03    2.9414E-03
2.3944E+00    2.9408E-03    2.9387E-03    2.9568E-03    2.9629E-03    2.9438E-03
2.4040E+00    2.9326E-03    2.9307E-03    2.9463E-03    2.9514E-03    2.9413E-03
2.4136E+00    2.9287E-03    2.9269E-03    2.9422E-03    2.9476E-03    2.9393E-03
2.4233E+00    2.9395E-03    2.9376E-03    2.9556E-03    2.9619E-03    2.9360E-03
2.4329E+00    2.9296E-03    2.9280E-03    2.9451E-03    2.9515E-03    2.9339E-03
2.4427E+00    2.9292E-03    2.9274E-03    2.9431E-03    2.9486E-03    2.9376E-03
2.4524E+00    2.9247E-03    2.9230E-03    2.9374E-03    2.9425E-03    2.9381E-03
2.4622E+00    2.9148E-03    2.9133E-03    2.9265E-03    2.9316E-03    2.9387E-03
2.4721E+00    2.9170E-03    2.9153E-03    2.9285E-03    2.9338E-03    2.9423E-03
2.4820E+00    2.9123E-03    2.9106E-03    2.9221E-03    2.9271E-03    2.9438E-03
2.4919E+00    2.9136E-03    2.9117E-03    2.9226E-03    2.9273E-03    2.9430E-03
2.5019E+00    2.9140E-03    2.9124E-03    2.9245E-03    2.9295E-03    2.9390E-03
2.5119E+00    2.9165E-03    2.9148E-03    2.9270E-03    2.9319E-03    2.9379E-03
2.5219E+00    2.9210E-03    2.9192E-03    2.9326E-03    2.9381E-03    2.9443E-03
2.5320E+00    2.9176E-03    2.9155E-03    2.9255E-03    2.9298E-03    2.9454E-03
2.5421E+00    2.9234E-03    2.9213E-03    2.9331E-03    2.9378E-03    2.9459E-03
2.5523E+00    2.9249E-03    2.9228E-03    2.9353E-03    2.9403E-03    2.9438E-03
2.5625E+00    2.9374E-03    2.9351E-03    2.9497E-03    2.9541E-03    2.9439E-03
2.5727E+00    2.9321E-03    2.9298E-03    2.9424E-03    2.9466E-03    2.9443E-03
2.5830E+00    2.9320E-03    2.9294E-03    2.9409E-03    2.9444E-03    2.9435E-03
2.5934E+00    2.9333E-03    2.9307E-03    2.9427E-03    2.9467E-03    2.9394E-03
2.6037E+00    2.9257E-03    2.9232E-03    2.9323E-03    2.9353E-03    2.9358E-03
2.6141E+00    2.9320E-03    2.9293E-03    2.9393E-03    2.9416E-03    2.9349E-03
2.6246E+00    2.9246E-03    2.9221E-03    2.9310E-03    2.9337E-03    2.9354E-03
2.6351E+00    2.9257E-03    2.9234E-03    2.9333E-03    2.9356E-03    2.9348E-03
2.6456E+00    2.9199E-03    2.9175E-03    2.9244E-03    2.9260E-03    2.9331E-03
2.6562E+00    2.9215E-03    2.9190E-03    2.9259E-03    2.9275E-03    2.9351E-03
2.6668E+00    2.9393E-03    2.9360E-03    2.9441E-03    2.9451E-03    2.9372E-03
2.6775E+00    2.9599E-03    2.9556E-03    2.9634E-03    2.9643E-03    2.9378E-03
2.6882E+00    2.9626E-03    2.9581E-03    2.9652E-03    2.9658E-03    2.9370E-03
2.6989E+00    2.9616E-03    2.9571E-03    2.9643E-03    2.9648E-03    2.9386E-03
2.7097E+00    2.9510E-03    2.9469E-03    2.9529E-03    2.9536E-03    2.9430E-03
2.7206E+00    2.9348E-03    2.9315E-03    2.9378E-03    2.9388E-03    2.9433E-03
2.7315E+00    2.9183E-03    2.9156E-03    2.9203E-03    2.9212E-03    2.9411E-03
2.7424E+00    2.9341E-03    2.9309E-03    2.9364E-03    2.9368E-03    2.9401E-03
2.7533E+00    2.9505E-03    2.9464E-03    2.9524E-03    2.9530E-03    2.9376E-03
2.7643E+00    2.9540E-03    2.9498E-03    2.9560E-03    2.9565E-03    2.9360E-03
2.7754E+00    2.9558E-03    2.9515E-03    2.9582E-03    2.9587E-03    2.9313E-03
2.7865E+00    2.9490E-03    2.9451E-03    2.9512E-03    2.9517E-03    2.9272E-03
2.7976E+00    2.9417E-03    2.9379E-03    2.9433E-03    2.9438E-03    2.9265E-03
2.8088E+00    2.9310E-03    2.9278E-03    2.9337E-03    2.9341E-03    2.9268E-03
2.8201E+00    2.9269E-03    2.9240E-03    2.9296E-03    2.9299E-03    2.9249E-03
2.8313E+00    2.9216E-03    2.9188E-03    2.9235E-03    2.9238E-03    2.9189E-03
2.8427E+00    2.9181E-03    2.9155E-03    2.9201E-03    2.9203E-03    2.9133E-03
2.8540E+00    2.9121E-03    2.9097E-03    2.9138E-03    2.9138E-03    2.9115E-03
2.8654E+00    2.9085E-03    2.9063E-03    2.9101E-03    2.9101E-03    2.9122E-03
2.8769E+00    2.9107E-03    2.9084E-03    2.9125E-03    2.9125E-03    2.9155E-03
2.8884E+00    2.9102E-03    2.9079E-03    2.9121E-03    2.9120E-03    2.9183E-03
2.8999E+00    2.9064E-03    2.9042E-03    2.9078E-03    2.9078E-03    2.9237E-03
2.9115E+00    2.9062E-03    2.9040E-03    2.9077E-03    2.9077E-03    2.9259E-03
2.9232E+00    2.9044E-03    2.9023E-03    2.9058E-03    2.9058E-03    2.9278E-03
2.9349E+00    2.9026E-03    2.9006E-03    2.9040E-03    2.9039E-03    2.9297E-03
2.9466E+00    2.9046E-03    2.9025E-03    2.9060E-03    2.9060E-03    2.9289E-03
2.9584E+00    2.9054E-03    2.9032E-03    2.9068E-03    2.9069E-03    2.9304E-03
2.9702E+00    2.9089E-03    2.9066E-03    2.9106E-03    2.9108E-03    2.9309E-03
2.9821E+00    2.9078E-03    2.9056E-03    2.9095E-03    2.9101E-03    2.9325E-03
